"screenname","city","country","gender","playlists_total","description"
"Patrika","","IN","male","7","One of the largest Media Conglomerates in India, Patrika Group is known for its journalistic values and high credibility. Aptly called the ‘newspaper with a soul’, Rajasthan Patrika was started more than 64 years ago.<br />"
