"screenname","city","country","gender","playlists_total","description"
"Technical ArCoAn","","IN","male","0","<br />Mainly this Channel is developed for Students, such as BTech/BE, Diploma Engineering (Polytechnic), also BSc, BCA, MCA, NIELIT( 'O' Level, 'A' Level), ICSE Board, CBSE Board etc. This Video Tutorial will be very helpful to our Students (Computer Science & Information Technology)."
